Symbol,Date,Close,High,Low,Open,Volume
DE,2006-01-02,34.055,34.275,33.98,34.125,0
DE,2006-01-03,34.0,34.215,33.93,34.005,3811600
DE,2006-01-04,34.045,34.26,33.805,34.0,4338000
DE,2006-01-05,34.1,34.155,33.825,33.825,3577800
DE,2006-01-06,34.215,34.4,34.155,34.225,2944600
DE,2006-01-09,34.415,34.56,34.18,34.215,3005400
DE,2006-01-10,34.43,34.43,34.01,34.35,2415000
DE,2006-01-11,34.575,34.705,34.15,34.43,2606400
DE,2006-01-12,34.64,34.8,34.26,34.63,2256000
DE,2006-01-13,34.8,34.83,34.55,34.75,2057799
DE,2006-01-16,34.8,34.83,34.55,34.75,0
DE,2006-01-17,35.195,35.24,34.49,34.54,3484400
DE,2006-01-18,35.205,35.265,34.93,34.975,2169000
DE,2006-01-19,35.235,35.745,35.215,35.3,2739000
DE,2006-01-20,34.43,35.41,34.4,35.405,3036400
DE,2006-01-23,34.6,34.835,34.255,34.4,1802200
DE,2006-01-24,35.36,35.585,34.675,34.715,2293600
DE,2006-01-25,35.785,35.975,35.04,35.35,3308000
DE,2006-01-26,35.675,36.0,35.2,35.9,2610400
DE,2006-01-27,36.2,36.3,35.6,35.675,2225800
DE,2006-01-30,36.11,36.28,35.84,36.125,1576400
DE,2006-01-31,35.88,36.115,35.68,36.115,2496200
DE,2006-02-01,37.55,37.965,34.905,34.905,10136800
DE,2006-02-02,37.37,37.745,37.26,37.4,5421400
DE,2006-02-03,37.255,37.505,37.075,37.25,2891200
DE,2006-02-06,37.46,37.5,36.98,37.255,2524600
DE,2006-02-07,37.545,37.72,37.295,37.49,3892200
DE,2006-02-08,36.785,37.505,36.4,37.5,4656600
DE,2006-02-09,36.935,37.29,36.6,36.785,2789600
DE,2006-02-10,36.81,37.045,36.445,36.95,2856400
DE,2006-02-13,36.9,37.19,36.645,36.825,2834600
DE,2006-02-14,37.335,37.67,35.85,36.74,5735800
DE,2006-02-15,37.65,37.83,37.09,37.83,4373400
DE,2006-02-16,37.5,37.5,37.2,37.45,3368000
DE,2006-02-17,38.095,38.125,37.385,37.5,3570000
DE,2006-02-20,38.095,38.125,37.385,37.5,0
DE,2006-02-21,38.835,38.85,37.905,37.95,5009000
DE,2006-02-22,39.445,39.5,38.725,38.805,6453400
DE,2006-02-23,38.875,39.5,38.8,39.5,3518200
DE,2006-02-24,38.82,38.99,38.3,38.75,3503000
DE,2006-02-27,38.665,39.225,38.5,38.75,2049400
DE,2006-02-28,38.135,38.57,37.84,38.54,3333000
DE,2006-03-01,38.545,38.72,38.23,38.53,3344800
DE,2006-03-02,38.825,38.91,38.17,38.5,5254200
DE,2006-03-03,39.185,39.325,38.375,38.83,4306600
DE,2006-03-06,38.125,39.24,38.085,39.1,6766200
DE,2006-03-07,38.165,38.6,37.8,38.25,4372200
DE,2006-03-08,37.47,38.29,37.16,38.29,4822200
DE,2006-03-09,37.25,37.66,37.175,37.5,2910600
DE,2006-03-10,37.485,37.775,36.84,37.25,4050600
DE,2006-03-13,37.595,37.65,37.26,37.49,1918200
DE,2006-03-14,38.51,38.6245,37.535,37.535,3231800
DE,2006-03-15,39.295,39.335,38.365,38.385,4276600
DE,2006-03-16,39.195,39.685,39.07,39.295,3396000
DE,2006-03-17,39.2,39.355,38.88,39.25,3308600
DE,2006-03-20,38.955,39.695,38.74,39.325,2384000
DE,2006-03-21,38.17,38.955,38.095,38.955,3421800
DE,2006-03-22,38.645,38.7,38.125,38.17,2392800
DE,2006-03-23,39.0,39.065,38.365,38.6,3998800
DE,2006-03-24,39.125,39.15,38.785,39.005,3801800
DE,2006-03-27,39.26,39.535,38.925,39.355,2797200
DE,2006-03-28,39.45,39.75,39.215,39.265,3496600
DE,2006-03-29,39.71,39.745,39.0,39.26,4133400
DE,2006-03-30,39.89,40.0,39.685,39.72,4932400
DE,2006-03-31,39.525,39.875,39.395,39.775,2886000
DE,2006-04-03,40.005,40.35,39.745,39.75,5057000
DE,2006-04-04,40.23,40.29,39.92,40.0,2265600
DE,2006-04-05,40.455,40.455,39.92,40.23,3337600
DE,2006-04-06,40.0,40.46,39.575,40.455,3292200
DE,2006-04-07,39.815,40.25,39.625,40.12,4292200
DE,2006-04-10,40.09,40.2,39.7,39.825,1927600
DE,2006-04-11,40.475,40.725,40.135,40.135,4323800
DE,2006-04-12,42.025,42.125,40.84,40.84,7009000
DE,2006-04-13,42.355,42.45,41.7,41.935,4481800
DE,2006-04-14,42.355,42.45,41.7,41.935,0
DE,2006-04-17,42.815,42.855,42.355,42.355,4108200
DE,2006-04-18,44.28,44.5,42.925,42.925,7554600
DE,2006-04-19,44.09,44.425,43.655,44.375,4144400
DE,2006-04-20,43.675,44.42,43.545,44.2,4495000
DE,2006-04-21,43.78,44.48,43.56,44.0,3081800
DE,2006-04-24,43.24,44.065,43.065,43.795,3737200
DE,2006-04-25,41.985,43.75,41.91,43.3,5436200
DE,2006-04-26,43.15,43.7,42.25,42.275,4586000
DE,2006-04-27,42.94,43.58,42.525,43.15,4027800
DE,2006-04-28,43.89,43.95,42.68,42.94,4429400
DE,2006-05-01,44.315,45.725,44.2,44.39,6052400
DE,2006-05-02,45.67,45.67,44.475,44.75,5303400
DE,2006-05-03,45.36,45.725,45.03,45.67,3220400
DE,2006-05-04,44.955,45.69,44.575,45.465,3526400
DE,2006-05-05,45.18,45.67,45.14,45.5,3161000
DE,2006-05-08,45.595,45.685,44.915,45.155,3247000
DE,2006-05-09,45.45,45.545,45.26,45.395,2249800
DE,2006-05-10,45.4,45.99,45.195,45.45,4153400
DE,2006-05-11,44.31,45.955,44.285,45.395,4502600
DE,2006-05-12,44.815,44.855,43.55,44.315,7592800
DE,2006-05-15,43.76,44.78,42.85,44.775,7064200
DE,2006-05-16,44.655,45.42,43.7,43.775,10998600
DE,2006-05-17,43.225,44.92,42.91,44.65,5811000
DE,2006-05-18,41.805,43.315,41.69,43.025,6641800
DE,2006-05-19,42.08,42.32,41.12,42.175,6036200
DE,2006-05-22,41.64,42.085,41.19,42.085,4147800
DE,2006-05-23,42.31,43.09,41.9,41.9,4950800
DE,2006-05-24,42.04,42.96,40.755,42.315,5795200
DE,2006-05-25,43.135,43.2,41.67,42.315,4857000
DE,2006-05-26,43.54,43.875,42.58,43.0,3150800
DE,2006-05-29,43.54,43.875,42.58,43.0,0
DE,2006-05-30,42.335,43.545,42.26,43.54,3108600
DE,2006-05-31,42.8,43.545,42.235,42.375,4603400
DE,2006-06-01,43.155,43.355,42.385,43.025,2769400
DE,2006-06-02,43.875,44.0,43.225,43.6,3690600
DE,2006-06-05,42.535,43.875,42.37,43.875,4432000
DE,2006-06-06,41.0,42.7,40.875,42.54,7657200
DE,2006-06-07,40.295,41.57,40.295,41.0,8069000
DE,2006-06-08,40.085,40.24,38.65,40.2,8115800
DE,2006-06-09,39.91,40.45,39.495,40.16,4240800
DE,2006-06-12,38.65,40.4,38.35,39.8,5785600
DE,2006-06-13,38.76,39.15,38.1932,38.375,6865600
DE,2006-06-14,38.835,39.355,38.42,38.76,5419400
DE,2006-06-15,40.16,40.17,39.1,39.105,4081400
DE,2006-06-16,40.405,40.64,40.03,40.115,4766600
DE,2006-06-19,39.43,40.765,39.29,40.455,3472800
DE,2006-06-20,39.4,39.615,38.78,39.25,6202600
DE,2006-06-21,39.45,39.795,39.13,39.3,4203800
DE,2006-06-22,39.32,39.45,38.735,39.45,3500200
DE,2006-06-23,39.97,40.23,38.85,39.225,3350600
DE,2006-06-26,40.35,40.59,39.965,40.055,2975000
DE,2006-06-27,39.94,40.7,39.81,40.3,3486400
DE,2006-06-28,39.325,39.995,39.02,39.925,2861600
DE,2006-06-29,41.205,41.28,39.6,39.6,4646800
DE,2006-06-30,41.745,42.005,41.0,41.36,3603000
DE,2006-07-03,41.755,42.23,41.705,42.15,1316800
DE,2006-07-04,41.755,42.23,41.705,42.15,0
DE,2006-07-05,40.875,41.435,40.77,41.3,2431800
DE,2006-07-06,41.075,41.6,40.7,40.95,1988600
DE,2006-07-07,40.265,41.08,40.09,41.08,2643000
DE,2006-07-10,40.93,41.355,40.53,40.625,2766000
DE,2006-07-11,41.13,41.41,40.78,40.995,5022600
DE,2006-07-12,39.975,41.01,39.845,41.005,4819800
DE,2006-07-13,38.18,39.635,38.155,39.635,5789600
DE,2006-07-14,36.99,38.19,36.465,38.185,9004600
DE,2006-07-17,35.965,37.165,35.775,36.865,7898400
DE,2006-07-18,36.425,36.55,35.96,36.075,5480800
DE,2006-07-19,37.735,38.395,36.54,36.54,7933200
DE,2006-07-20,35.91,38.025,35.83,37.925,8068400
DE,2006-07-21,35.04,36.255,34.895,36.255,7203000
DE,2006-07-24,36.295,36.49,35.22,35.25,4917000
DE,2006-07-25,35.81,36.42,35.5,36.125,6018600
DE,2006-07-26,36.35,36.55,35.37,35.81,5006800
DE,2006-07-27,36.275,37.55,35.985,36.355,5166400
DE,2006-07-28,36.96,37.085,36.06,36.275,3971600
DE,2006-07-31,36.285,36.575,35.555,36.57,6114600
DE,2006-08-01,35.695,36.29,35.32,36.285,5414600
DE,2006-08-02,36.3,36.705,35.81,36.005,4173600
DE,2006-08-03,36.695,36.695,36.03,36.3,7934400
DE,2006-08-04,36.56,37.315,36.25,37.0,3806400
DE,2006-08-07,36.525,36.725,36.255,36.45,2180600
DE,2006-08-08,36.125,36.965,35.875,36.8,2490600
DE,2006-08-09,35.185,36.635,35.09,36.5,3349600
DE,2006-08-10,35.03,35.53,34.49,35.19,7792200
DE,2006-08-11,34.535,35.105,34.135,35.03,6151400
DE,2006-08-14,34.335,35.545,34.085,35.25,8063000
DE,2006-08-15,34.5,35.05,33.45,33.735,20053600
DE,2006-08-16,35.92,36.49,34.3,34.6,11382400
DE,2006-08-17,36.31,36.372,35.8,35.95,5404400
DE,2006-08-18,36.365,36.695,36.005,36.5,3977600
DE,2006-08-21,36.125,36.485,35.91,36.42,4599800
DE,2006-08-22,36.575,36.59,35.9,36.125,4783800
DE,2006-08-23,36.7,36.96,36.38,36.58,4213800
DE,2006-08-24,36.635,36.94,36.405,36.75,4776800
DE,2006-08-25,36.945,37.065,36.525,36.55,2785400
DE,2006-08-28,37.6,37.8,36.92,37.0,4469600
DE,2006-08-29,37.375,37.81,36.975,37.81,3285800
DE,2006-08-30,37.39,37.56,37.145,37.475,2641400
DE,2006-08-31,39.05,39.25,37.53,37.61,7371800
DE,2006-09-01,39.545,39.915,38.8055,39.915,4372200
DE,2006-09-04,39.545,39.915,38.8055,39.915,0
DE,2006-09-05,41.225,41.35,39.975,40.1,7496600
DE,2006-09-06,40.48,41.205,40.395,41.2,6785200
DE,2006-09-07,40.555,40.59,39.775,40.125,6371000
DE,2006-09-08,40.65,40.93,40.39,40.56,3102800
DE,2006-09-11,39.84,40.625,39.56,40.625,6856200
DE,2006-09-12,40.55,40.93,39.63,39.845,6260800
DE,2006-09-13,40.63,41.23,40.26,40.55,5385400
DE,2006-09-14,39.695,40.635,39.55,40.635,6044400
DE,2006-09-15,40.435,40.61,39.81,40.05,6017600
DE,2006-09-18,40.605,41.11,40.3,40.44,3742400
DE,2006-09-19,39.98,40.81,39.775,40.55,5369400
DE,2006-09-20,39.8,40.485,39.74,40.25,3395800
DE,2006-09-21,39.465,40.545,39.315,39.8,5174200
DE,2006-09-22,38.815,39.0995,38.43,39.0,6529400
DE,2006-09-25,39.455,39.74,38.815,39.105,5315200
DE,2006-09-26,41.41,41.55,39.515,39.55,7890800
DE,2006-09-27,41.83,42.485,41.085,41.3,8976400
DE,2006-09-28,42.39,42.475,41.5,41.785,4179000
DE,2006-09-29,41.955,42.485,41.95,42.39,3165800
DE,2006-10-02,41.99,42.2,41.67,41.85,4623600
DE,2006-10-03,41.795,42.2,41.57,41.99,3416400
DE,2006-10-04,42.695,42.735,41.715,41.715,5390600
DE,2006-10-05,43.775,43.975,42.625,42.735,4464600
